text,annotation,spans,tag,properties.intentional,properties.iterative,properties.mental,properties.persistent,properties.representation_type,properties.unpredictable,properties.irreversible,properties.non_event_type
Effi Briest,Er nahm nun den zweiten Brief,"[[572086, 572115]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[1],,
Effi Briest,Als er ihn gelesen,"[[572117, 572135]]",process,['yes'],['no'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,fuhr er über seine Stirn,"[[572137, 572161]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und empfand schmerzlich,"[[572162, 572185]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,daß es ein Glück gebe,"[[572187, 572208]]",stative_event,,,['no'],,['thought_representation'],[1],,
Effi Briest,daß er es gehabt,"[[572210, 572226]]",process,['yes'],['no'],['no'],[1],['thought_representation'],[1],,
Effi Briest,aber daß er es nicht mehr habe,"[[572228, 572258]]",non_event,,,,,['thought_representation'],,,['negation']
Effi Briest,und nicht mehr haben könne,"[[572259, 572285]]",non_event,,,,,['thought_representation'],,,['negation']
Effi Briest,Johanna trat ein,"[[572288, 572304]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und meldete,"[[572305, 572316]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Geheimrat Wüllersdorf,"[[572319, 572340]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Dieser stand schon auf der Thürschwelle,"[[572344, 572383]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Gratuliere, Innstetten","[[572386, 572408]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Ihnen glaub' ich's,"[[572413, 572431]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,die anderen werden sich ärgern,"[[572433, 572463]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Im übrigen,"[[572465, 572475]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Im übrigen,"[[572485, 572495]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Sie werden doch in diesem Augenblicke nicht kritteln wollen,"[[572497, 572556]]",non_event,,,,,['character_speech'],,,"['modalised_statement', 'negation']"
Effi Briest,Nein,"[[572561, 572565]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Die Gnade Seiner Majestät beschämt mich,"[[572567, 572606]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,und die wohlwollende Gesinnung des Ministers fast noch mehr,"[[572608, 572652], [572682, 572696]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,dem ich das alles verdanke,"[[572654, 572680]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Aber,"[[572701, 572705]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Aber ich habe mich zu freuen verlernt,"[[572715, 572752]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,Wenn ich es einem anderen als Ihnen sagte,"[[572754, 572795]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,so würde solche Rede für redensartlich gelten,"[[572797, 572842]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Sie aber,"[[572844, 572852]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Sie finden sich darin zurecht,"[[572854, 572883]]",process,['yes'],['yes'],['yes'],[1],['character_speech'],[1],,
Effi Briest,Sehen Sie sich hier um,"[[572885, 572907]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,wie leer und öde ist das alles,"[[572909, 572939]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Wenn die Johanna eintritt, ein sogenanntes Juwel","[[572941, 572989]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,so wird mir angst und bange,"[[572991, 573018]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Dieses Sich-in-Szene-setzen,"[[573020, 573047]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und Innstetten ahmte  Johanna's Haltung nach,"[[573049, 573092]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,diese halb komische Büstenplastik,"[[573095, 573128]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,die wie mit einem Spezialanspruch  auftritt,"[[573130, 573172]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,ich weiß nicht,"[[573174, 573188]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,ob  an die Menschheit oder an mich,"[[573190, 573223]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,ich  finde das alles so trist und elend,"[[573226, 573264]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,und es wäre zum Totschießen,"[[573266, 573293]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,wenn es nicht so lächerlich wäre,"[[573295, 573327]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'negation']"
Effi Briest,Lieber Innstetten,"[[573332, 573349]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,in dieser Stimmung wollen Sie Ministerialdirektor werden,"[[573351, 573407]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Ah,"[[573412, 573414]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,bah,"[[573416, 573419]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Kann es anders sein,"[[573421, 573440]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Lesen Sie,"[[573442, 573451]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,diese Zeilen habe ich eben bekommen,"[[573453, 573488]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Wüllersdorf nahm den zweiten Brief mit dem unleserlichen Poststempel,"[[573492, 573560]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"amüsierte sich über das ,Wohlgeboren‘","[[573562, 573599]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,"und trat dann ans Fenster, um bequemer lesen zu können","[[573600, 573654]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Gnäd'ger Herr,"[[573658, 573671]]",non_event,,,,,['character_speech_1'],,,['ellipsis']
Effi Briest,Sie werden sich wohl am Ende wundern,"[[573673, 573709]]",non_event,,,,,['character_speech_1'],,,['modalised_statement']
Effi Briest,daß ich Ihnen schreibe,"[[573711, 573733]]",process,['yes'],['yes'],['no'],[1],['character_speech_1'],[1],,
Effi Briest,aber es ist wegen Rollo,"[[573735, 573758]]",stative_event,,,['no'],,['character_speech_1'],[2],,
Effi Briest,Anniechen hat uns schon voriges Jahr gesagt,"[[573760, 573803]]",process,['yes'],['yes'],['no'],[1],['character_speech_1'],[1],,
Effi Briest,Rollo wäre jetzt so faul,"[[573805, 573829]]",stative_event,,,['no'],,['character_speech_2'],[1],,
Effi Briest,aber das thut hier nichts,"[[573831, 573856]]",non_event,,,,,['character_speech_1'],,,['negation']
Effi Briest,er kann hier so faul sein,"[[573858, 573883]]",non_event,,,,,['character_speech_1'],,,['modalised_statement']
Effi Briest,wie er will,"[[573884, 573895]]",non_event,,,,,['character_speech_1'],,,['modalised_statement']
Effi Briest,je fauler je besser,"[[573897, 573916]]",non_event,,,,,['character_speech_1'],,,['ellipsis']
Effi Briest,Und die gnäd'ge Frau möchte es doch so gern,"[[573918, 573961]]",stative_event,,,['yes'],,['character_speech_1'],[1],,
Effi Briest,Sie sagt immer,"[[573963, 573977]]",process,['yes'],['yes'],['no'],[1],['character_speech_1'],[1],,
Effi Briest,wenn sie ins Luch oder über Feld geht,"[[573979, 574016]]",process,['yes'],['yes'],['no'],[1],['character_speech_1'],[1],,
Effi Briest,"Ich fürchte mich eigentlich, Roswitha","[[574019, 574056]]",stative_event,,,['yes'],,['character_speech_2'],[1],,
Effi Briest,weil ich da so allein bin,"[[574058, 574083]]",stative_event,,,['no'],,['character_speech_2'],[1],,
Effi Briest,aber wer soll mich begleiten,"[[574085, 574113]]",non_event,,,,,['character_speech_2'],,,['question']
Effi Briest,Rollo,"[[574115, 574120]]",non_event,,,,,['character_speech_2'],,,['ellipsis']
Effi Briest,ja,"[[574122, 574124]]",non_event,,,,,['character_speech_2'],,,['ellipsis']
Effi Briest,das ginge,"[[574126, 574135]]",non_event,,,,,['character_speech_2'],,,['modalised_statement']
Effi Briest,der ist mir auch nicht gram,"[[574137, 574164]]",non_event,,,,,['character_speech_2'],,,['negation']
Effi Briest,Das ist der Vorteil,"[[574166, 574185]]",stative_event,,,['no'],,['character_speech_2'],[1],,
Effi Briest,daß sich die Tiere nicht so drum kümmern,"[[574187, 574227]]",non_event,,,,,['character_speech_2'],,,['negation']
Effi Briest,Das sind die Worte der gnäd'gen Frau,"[[574230, 574266]]",stative_event,,,['no'],,['character_speech_1'],[1],,
Effi Briest,und weiter will ich nichts sagen,"[[574268, 574300]]",non_event,,,,,['character_speech_1'],,,['negation']
Effi Briest,"und den gnäd'gen Herrn bloß noch bitten, mein Anniechen zu grüßen","[[574302, 574367]]",stative_event,,,['no'],,['character_speech_1'],[1],,
Effi Briest,Und auch die Johanna,"[[574369, 574389]]",non_event,,,,,['character_speech_1'],,,['ellipsis']
Effi Briest,Von Ihrer treu ergebensten Dienerin Roswitha Gellenhagen,"[[574391, 574447]]",non_event,,,,,['character_speech_1'],,,['ellipsis']
Effi Briest,Ja,"[[574452, 574454]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,sagte Wüllersdorf,"[[574457, 574474]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,als er das Papier wieder zusammenfaltete,"[[574476, 574516]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die ist uns über,"[[574519, 574535]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Finde ich auch,"[[574540, 574554]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Und das ist auch der Grund,"[[574559, 574585]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,daß Ihnen alles andere so fraglich erscheint,"[[574587, 574631]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Sie treffen's,"[[574636, 574649]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Es geht mir schon lange durch den Kopf,"[[574651, 574689]]",process,['no'],['yes'],['yes'],[2],['character_speech'],[1],,
Effi Briest,und diese schlichten Worte mit ihrer gewollten oder  vielleicht auch nicht gewollten Anklage haben mich wieder vollends aus dem Häuschen gebracht,"[[574691, 574835]]",change_of_state,['no'],['no'],['yes'],[2],['character_speech'],[1],['no'],
Effi Briest,Es quält mich seit Jahr und Tag  schon,"[[574837, 574874]]",process,['no'],['yes'],['yes'],[1],['character_speech'],[1],,
Effi Briest,und ich möchte aus dieser ganzen Geschichte heraus,"[[574876, 574926]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,nichts gefällt mir mehr,"[[574928, 574951]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,je mehr man mich auszeichnet,"[[574953, 574981]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,je mehr  fühle ich,"[[574983, 575000]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,daß dies  alles nichts ist,"[[575002, 575027]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Mein Leben ist verpfuscht,"[[575029, 575054]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,und so hab' ich mir im Stillen ausgedacht,"[[575056, 575097]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,ich müßte mit all' den Strebungen und Eitelkeiten überhaupt nichts mehr zu thun haben,"[[575099, 575184]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und mein Schulmeistertum als ein höherer Sittendirektor verwenden können,"[[575186, 575210], [575249, 575296]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,was ja wohl mein Eigentlichstes ist,"[[575212, 575247]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Es hat ja dergleichen gegeben,"[[575298, 575327]]",process,['no'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,Ich müßte also solche schrecklich berühmte Figur werden,"[[575329, 575343], [575359, 575399]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,wenn's ginge,"[[575345, 575357]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,wie beispielsweise der Doktor Wichern im Rauhen Hause zu Hamburg gewesen ist,"[[575401, 575477]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,dieser Mirakelmensch,"[[575479, 575499]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,der alle Verbrecher mit seinem Blick und seiner Frömmigkeit bändigte,"[[575501, 575569]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,Hm,"[[575579, 575581]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,dagegen ist nichts zu sagen,"[[575583, 575610]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,das würde gehen,"[[575612, 575627]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Nein,"[[575632, 575636]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,es geht auch nicht,"[[575638, 575656]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Auch das nicht 'mal,"[[575658, 575677]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Mir ist eben alles verschlossen,"[[575679, 575710]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,Wie soll ich einen Totschläger an seiner Seele packen,"[[575712, 575765]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Dazu muß man selber intakt sein,"[[575767, 575798]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Und wenn man's nicht mehr ist,"[[575800, 575829]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,und selber so 'was an den Fingerspitzen hat,"[[575830, 575873]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,dann muß man wenigstens vor seinen zu bekehrenden Confratres den wahnsinnigen Büßer spielen,"[[575875, 575966]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,und eine Riesenzerknirschung zum besten geben können,"[[575967, 576019]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Wüllersdorf nickte,"[[576023, 576041]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Nun sehen Sie,"[[576052, 576065]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Sie nicken,"[[576067, 576077]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Aber das alles kann ich nicht mehr,"[[576079, 576113]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Den Mann im Büßerhemd bring' ich nicht mehr heraus,"[[576115, 576165]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,und  den Derwisch oder Fakir erst recht nicht,"[[576167, 576194], [576241, 576257]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,der unter Selbstanklagen sich zu Tode tanzt,"[[576196, 576239]]",process,['no'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,Und da hab' ich mir denn als ein bestes herausgeklügelt,"[[576259, 576283], [576312, 576342]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,weil das alles nicht geht,"[[576285, 576310]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,weg von hier,"[[576344, 576356]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,weg und hin unter lauter pechschwarze Kerle,"[[576358, 576401]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,die von Kultur und Ehre nichts wissen,"[[576403, 576440]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Diese Glücklichen,"[[576442, 576459]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Denn gerade das,"[[576461, 576476]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,dieser ganze Krimskrams ist doch an allem schuld,"[[576478, 576526]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Aus Passion thut man dergleichen nicht,"[[576528, 576539], [576567, 576593]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,was am Ende gehen möchte,"[[576541, 576565]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Also bloßen Vorstellungen zuliebe,"[[576595, 576628]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Vorstellungen,"[[576635, 576648]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Und da klappt denn einer zusammen,"[[576656, 576689]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und man  klappt selber nach,"[[576691, 576717]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Bloß noch schlimmer,"[[576719, 576738]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Ach was, Innstetten","[[576743, 576762]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,das sind Launen,"[[576764, 576779]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Einfälle,"[[576781, 576789]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Quer durch Afrika,"[[576791, 576808]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,was soll das  heißen,"[[576810, 576829]]",non_event,,,,,['character_speech'],,,['question']
